Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Screen_Time_Level,Exceeded_Limit,Health_Risk_Flag
10,Female,7.51,TV,True,0.48,"Poor Sleep, Obesity Risk",Rural,10–13,Very High,True,True
18,Female,5.47,Tablet,True,0.4,"Eye Strain, Anxiety",Urban,14–18,High,True,True
13,Male,4.46,Laptop,True,0.39,Poor Sleep,Urban,10–13,High,True,True
14,Male,5.31,Tablet,True,0.4,Poor Sleep,Urban,14–18,High,True,True
16,Female,4.19,Laptop,True,0.47,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
12,Female,4.34,Tablet,True,0.43,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
8,Male,3.3,Smartphone,True,0.48,Eye Strain,Urban,0–9,Moderate,False,False
17,Male,5.25,Smartphone,True,0.3,"Eye Strain, Anxiety",Rural,14–18,High,True,True
12,Female,3.58,Laptop,True,0.4,Poor Sleep,Urban,10–13,Moderate,False,False
10,Female,7.85,Tablet,True,0.46,Poor Sleep,Rural,10–13,Very High,True,True
16,Male,4.28,Smartphone,True,0.45,Poor Sleep,Rural,14–18,High,True,True
8,Female,4.84,Smartphone,True,0.46,Poor Sleep,Rural,0–9,High,True,True
8,Male,6.25,TV,True,0.47,Poor Sleep,Urban,0–9,Very High,True,True
8,Male,5.86,Tablet,True,0.47,Poor Sleep,Rural,0–9,High,True,True
10,Male,3.62,Tablet,True,0.52,"Eye Strain, Anxiety",Urban,10–13,Moderate,False,False
18,Male,5.48,Smartphone,True,0.46,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
17,Male,4.39,TV,True,0.39,"Poor Sleep, Eye Strain",Rural,14–18,High,True,True
9,Male,4.92,TV,True,0.57,"Poor Sleep, Anxiety",Rural,0–9,High,True,True
16,Female,6.94,Smartphone,True,0.41,Poor Sleep,Urban,14–18,Very High,True,True
12,Female,3.79,TV,True,0.4,"Poor Sleep, Eye Strain, Obesity Risk",Rural,10–13,Moderate,False,False
17,Male,3.13,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,14–18,Moderate,False,False
13,Male,7.05,TV,True,0.37,Poor Sleep,Rural,10–13,Very High,True,True
17,Male,5.89,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
16,Male,5.41,Smartphone,True,0.32,Poor Sleep,Rural,14–18,High,True,True
12,Male,5.71,TV,True,0.46,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
9,Female,4.75,TV,True,0.53,Poor Sleep,Urban,0–9,High,True,True
12,Female,3.15,Smartphone,True,0.37,"Poor Sleep, Anxiety",Urban,10–13,Moderate,False,False
11,Male,3.68,TV,True,0.4,"Eye Strain, Obesity Risk",Urban,10–13,Moderate,False,False
18,Male,3.98,Tablet,True,0.49,"Poor Sleep, Obesity Risk",Urban,14–18,Moderate,False,False
13,Female,3.63,Smartphone,True,0.37,Eye Strain,Urban,10–13,Moderate,False,False
18,Male,5.33,TV,True,0.37,Poor Sleep,Rural,14–18,High,True,True
12,Female,5.88,Smartphone,True,0.36,"Anxiety, Obesity Risk",Urban,10–13,High,True,True
14,Female,4.85,Smartphone,True,0.38,"Poor Sleep, Anxiety",Rural,14–18,High,True,True
18,Female,4.12,Laptop,True,0.37,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
14,Female,5.72,Smartphone,True,0.46,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
12,Female,3.38,Tablet,True,0.33,Anxiety,Urban,10–13,Moderate,False,False
16,Male,5.43,Smartphone,True,0.45,Poor Sleep,Rural,14–18,High,True,True
11,Female,3.4,Smartphone,True,0.33,Poor Sleep,Urban,10–13,Moderate,False,False
11,Female,5.21,Smartphone,True,0.45,Anxiety,Urban,10–13,High,True,True
12,Female,5.33,Laptop,True,0.31,Anxiety,Urban,10–13,High,True,True
13,Male,5.85,Smartphone,True,0.44,Poor Sleep,Rural,10–13,High,True,True
9,Male,6.46,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,0–9,Very High,True,True
11,Female,3.88,Smartphone,True,0.36,Anxiety,Urban,10–13,Moderate,False,False
12,Female,3.8,Laptop,True,0.38,"Poor Sleep, Obesity Risk",Urban,10–13,Moderate,False,False
18,Male,5.48,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
15,Female,6.11,Tablet,True,0.49,Eye Strain,Urban,14–18,Very High,True,True
17,Male,4.3,Smartphone,True,0.49,Poor Sleep,Rural,14–18,High,True,True
11,Male,4.03,Tablet,True,0.3,"Poor Sleep, Eye Strain, Anxiety",Urban,10–13,High,True,True
9,Female,6.3,Smartphone,True,0.56,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0–9,Very High,True,True
9,Male,3.13,TV,True,0.5,Eye Strain,Urban,0–9,Moderate,False,False
8,Male,6.22,Tablet,True,0.51,"Poor Sleep, Eye Strain, Anxiety",Rural,0–9,Very High,True,True
11,Male,3.72,Smartphone,True,0.37,Poor Sleep,Urban,10–13,Moderate,False,False
17,Male,3.05,TV,True,0.34,Poor Sleep,Rural,14–18,Moderate,False,False
16,Male,5.01,Laptop,True,0.4,Poor Sleep,Urban,14–18,High,True,True
14,Male,5.57,Smartphone,True,0.3,Obesity Risk,Urban,14–18,High,True,True
17,Female,5.33,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
14,Male,6.21,Smartphone,True,0.42,Poor Sleep,Urban,14–18,Very High,True,True
15,Male,5.75,Smartphone,True,0.44,Obesity Risk,Urban,14–18,High,True,True
8,Female,5.35,TV,True,0.52,Poor Sleep,Urban,0–9,High,True,True
17,Female,3.73,Smartphone,True,0.33,"Poor Sleep, Obesity Risk",Urban,14–18,Moderate,False,False
17,Male,3.79,TV,True,0.39,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
15,Female,4.38,Tablet,True,0.5,"Poor Sleep, Eye Strain",Rural,14–18,High,True,True
11,Female,3.91,TV,True,0.31,"Poor Sleep, Eye Strain",Urban,10–13,Moderate,False,False
11,Male,3.45,Laptop,True,0.35,Poor Sleep,Urban,10–13,Moderate,False,False
11,Female,5.05,TV,True,0.43,"Eye Strain, Obesity Risk",Urban,10–13,High,True,True
13,Male,4.3,Smartphone,True,0.5,"Poor Sleep, Anxiety",Rural,10–13,High,True,True
14,Male,4.81,Smartphone,True,0.39,Eye Strain,Rural,14–18,High,True,True
15,Female,6.14,Smartphone,True,0.35,Poor Sleep,Urban,14–18,Very High,True,True
14,Male,3.83,Smartphone,True,0.42,Poor Sleep,Rural,14–18,Moderate,False,False
13,Female,4.9,Laptop,True,0.48,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
12,Male,5.09,Smartphone,True,0.46,Poor Sleep,Urban,10–13,High,True,True
16,Male,4.04,Laptop,True,0.38,"Eye Strain, Obesity Risk",Urban,14–18,High,True,True
17,Female,6.02,Smartphone,True,0.44,"Poor Sleep, Obesity Risk",Rural,14–18,Very High,True,True
17,Female,6.75,TV,True,0.5,"Poor Sleep, Obesity Risk",Rural,14–18,Very High,True,True
17,Female,3.38,Laptop,True,0.49,"Poor Sleep, Anxiety",Rural,14–18,Moderate,False,False
16,Male,5.51,Laptop,True,0.48,Poor Sleep,Urban,14–18,High,True,True
17,Female,3.11,Smartphone,True,0.49,Poor Sleep,Urban,14–18,Moderate,False,False
15,Male,4.08,TV,True,0.36,Eye Strain,Urban,14–18,High,True,True
12,Male,6.38,Smartphone,True,0.42,"Poor Sleep, Eye Strain, Obesity Risk",Urban,10–13,Very High,True,True
11,Male,4.0,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,10–13,Moderate,False,False
9,Male,4.87,Smartphone,True,0.53,Poor Sleep,Rural,0–9,High,True,True
15,Male,3.19,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,14–18,Moderate,False,False
11,Female,6.32,Laptop,True,0.49,Poor Sleep,Urban,10–13,Very High,True,True
14,Female,3.12,Smartphone,True,0.43,Obesity Risk,Urban,14–18,Moderate,False,False
16,Female,6.19,Laptop,True,0.39,Poor Sleep,Rural,14–18,Very High,True,True
9,Male,7.64,Smartphone,True,0.45,Poor Sleep,Urban,0–9,Very High,True,True
8,Male,6.81,TV,True,0.41,Poor Sleep,Urban,0–9,Very High,True,True
14,Female,5.7,Smartphone,True,0.33,"Poor Sleep, Eye Strain, Anxiety",Rural,14–18,High,True,True
9,Female,7.32,TV,True,0.55,Poor Sleep,Urban,0–9,Very High,True,True
9,Male,4.07,TV,True,0.58,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0–9,High,True,True
14,Male,4.17,Smartphone,True,0.32,Poor Sleep,Urban,14–18,High,True,True
12,Female,5.64,Smartphone,True,0.43,"Poor Sleep, Obesity Risk",Urban,10–13,High,True,True
13,Male,4.97,Smartphone,True,0.44,Anxiety,Urban,10–13,High,True,True
10,Male,8.55,Tablet,True,0.45,Poor Sleep,Urban,10–13,Very High,True,True
17,Female,3.69,Tablet,True,0.46,Obesity Risk,Urban,14–18,Moderate,False,False
16,Female,5.74,Smartphone,True,0.43,"Eye Strain, Obesity Risk",Rural,14–18,High,True,True
16,Male,4.67,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
9,Female,4.76,Smartphone,True,0.43,Poor Sleep,Urban,0–9,High,True,True
14,Male,5.72,Smartphone,True,0.39,"Eye Strain, Anxiety",Urban,14–18,High,True,True
12,Male,4.11,Laptop,True,0.44,Poor Sleep,Rural,10–13,High,True,True
13,Male,3.64,Smartphone,True,0.31,Eye Strain,Urban,10–13,Moderate,False,False
16,Female,4.45,Smartphone,True,0.48,Poor Sleep,Urban,14–18,High,True,True
8,Male,8.51,TV,True,0.49,Poor Sleep,Urban,0–9,Very High,True,True
18,Male,5.82,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
15,Male,4.28,Smartphone,True,0.47,"Poor Sleep, Anxiety",Rural,14–18,High,True,True
10,Male,5.7,Tablet,True,0.55,Poor Sleep,Rural,10–13,High,True,True
11,Male,3.46,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Rural,10–13,Moderate,False,False
13,Male,4.5,TV,True,0.4,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
11,Female,5.53,TV,True,0.42,Anxiety,Rural,10–13,High,True,True
15,Male,5.0,TV,True,0.47,Eye Strain,Rural,14–18,High,True,True
12,Male,3.44,Smartphone,True,0.46,Poor Sleep,Urban,10–13,Moderate,False,False
11,Male,5.0,Laptop,True,0.49,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
10,Male,4.02,Tablet,True,0.5,"Eye Strain, Obesity Risk",Urban,10–13,High,True,True
16,Male,4.26,Tablet,True,0.43,Poor Sleep,Urban,14–18,High,True,True
15,Female,4.93,TV,True,0.49,Eye Strain,Urban,14–18,High,True,True
18,Male,3.39,Smartphone,True,0.36,Poor Sleep,Urban,14–18,Moderate,False,False
13,Female,5.27,TV,True,0.45,Eye Strain,Urban,10–13,High,True,True
14,Male,4.56,TV,True,0.46,"Eye Strain, Anxiety",Urban,14–18,High,True,True
9,Female,7.4,Smartphone,True,0.52,"Poor Sleep, Obesity Risk",Urban,0–9,Very High,True,True
12,Male,5.18,Laptop,True,0.41,"Poor Sleep, Eye Strain, Anxiety",Urban,10–13,High,True,True
18,Male,4.62,Smartphone,True,0.5,Obesity Risk,Urban,14–18,High,True,True
12,Male,3.37,Laptop,True,0.32,Poor Sleep,Urban,10–13,Moderate,False,False
15,Female,5.62,Smartphone,True,0.37,"Poor Sleep, Obesity Risk",Rural,14–18,High,True,True
13,Male,4.71,Laptop,True,0.45,Poor Sleep,Rural,10–13,High,True,True
15,Female,5.35,Smartphone,True,0.42,"Poor Sleep, Anxiety",Rural,14–18,High,True,True
10,Female,6.13,TV,True,0.42,"Poor Sleep, Eye Strain",Urban,10–13,Very High,True,True
13,Female,5.16,Smartphone,True,0.47,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,10–13,High,True,True
17,Male,6.4,TV,True,0.41,"Poor Sleep, Anxiety",Urban,14–18,Very High,True,True
10,Female,5.66,Smartphone,True,0.49,"Eye Strain, Anxiety",Urban,10–13,High,True,True
13,Male,4.41,Smartphone,True,0.34,Poor Sleep,Urban,10–13,High,True,True
14,Male,4.37,Smartphone,True,0.44,"Eye Strain, Obesity Risk",Rural,14–18,High,True,True
9,Male,6.0,Smartphone,True,0.43,"Eye Strain, Anxiety, Obesity Risk",Urban,0–9,High,True,True
13,Male,3.82,Smartphone,True,0.37,Eye Strain,Urban,10–13,Moderate,False,False
14,Male,3.48,Laptop,True,0.31,Poor Sleep,Urban,14–18,Moderate,False,False
15,Female,4.11,Smartphone,True,0.32,Poor Sleep,Urban,14–18,High,True,True
13,Female,4.92,TV,True,0.49,"Eye Strain, Anxiety",Urban,10–13,High,True,True
17,Male,4.73,TV,True,0.37,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
11,Female,5.63,TV,True,0.43,Anxiety,Urban,10–13,High,True,True
12,Female,4.75,TV,True,0.36,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
16,Male,5.16,Laptop,True,0.47,"Poor Sleep, Eye Strain",Rural,14–18,High,True,True
14,Male,4.7,TV,True,0.41,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
17,Female,5.18,TV,True,0.49,"Poor Sleep, Eye Strain, Obesity Risk",Urban,14–18,High,True,True
16,Male,7.11,Smartphone,True,0.39,"Poor Sleep, Anxiety",Rural,14–18,Very High,True,True
14,Male,5.46,Laptop,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Rural,14–18,High,True,True
8,Female,3.19,TV,True,0.44,"Poor Sleep, Eye Strain",Urban,0–9,Moderate,False,False
14,Female,4.61,Smartphone,True,0.5,Poor Sleep,Rural,14–18,High,True,True
10,Male,3.91,TV,True,0.5,Poor Sleep,Rural,10–13,Moderate,False,False
13,Female,5.3,TV,True,0.49,"Eye Strain, Anxiety",Urban,10–13,High,True,True
12,Male,4.46,Smartphone,True,0.41,Anxiety,Rural,10–13,High,True,True
15,Male,3.85,Smartphone,True,0.48,"Eye Strain, Anxiety",Rural,14–18,Moderate,False,False
15,Male,3.43,Tablet,True,0.38,"Poor Sleep, Obesity Risk",Urban,14–18,Moderate,False,False
8,Male,5.92,TV,True,0.44,Poor Sleep,Rural,0–9,High,True,True
12,Female,4.06,TV,True,0.49,Poor Sleep,Urban,10–13,High,True,True
9,Male,4.35,Smartphone,True,0.54,Poor Sleep,Urban,0–9,High,True,True
15,Male,3.71,Smartphone,True,0.42,Poor Sleep,Urban,14–18,Moderate,False,False
14,Male,5.48,Laptop,True,0.45,Anxiety,Rural,14–18,High,True,True
12,Male,4.78,Smartphone,True,0.45,Eye Strain,Urban,10–13,High,True,True
11,Male,4.8,Smartphone,True,0.47,Poor Sleep,Urban,10–13,High,True,True
11,Male,7.07,Laptop,True,0.35,Poor Sleep,Urban,10–13,Very High,True,True
8,Male,6.63,TV,True,0.52,"Poor Sleep, Eye Strain",Urban,0–9,Very High,True,True
16,Male,4.05,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
12,Female,3.8,Smartphone,True,0.32,"Eye Strain, Anxiety",Urban,10–13,Moderate,False,False
18,Male,5.36,TV,True,0.33,Eye Strain,Urban,14–18,High,True,True
16,Male,5.36,TV,True,0.41,"Anxiety, Obesity Risk",Urban,14–18,High,True,True
16,Female,4.89,Laptop,True,0.35,"Poor Sleep, Eye Strain",Rural,14–18,High,True,True
8,Female,6.49,Tablet,True,0.41,Poor Sleep,Rural,0–9,Very High,True,True
11,Female,3.71,TV,True,0.42,Eye Strain,Urban,10–13,Moderate,False,False
17,Female,3.07,Smartphone,True,0.33,"Poor Sleep, Anxiety",Urban,14–18,Moderate,False,False
11,Female,4.0,TV,True,0.48,Poor Sleep,Rural,10–13,Moderate,False,False
9,Male,7.12,Smartphone,True,0.54,Poor Sleep,Urban,0–9,Very High,True,True
18,Female,3.46,TV,True,0.33,"Poor Sleep, Eye Strain",Rural,14–18,Moderate,False,False
13,Male,6.51,Tablet,True,0.42,"Poor Sleep, Obesity Risk",Urban,10–13,Very High,True,True
12,Male,5.39,Smartphone,True,0.46,Poor Sleep,Urban,10–13,High,True,True
11,Male,5.32,TV,True,0.36,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
17,Male,4.53,Smartphone,True,0.48,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
8,Male,5.89,TV,True,0.46,"Poor Sleep, Obesity Risk",Urban,0–9,High,True,True
13,Female,5.35,Smartphone,True,0.43,Anxiety,Rural,10–13,High,True,True
10,Male,7.77,TV,True,0.58,Poor Sleep,Urban,10–13,Very High,True,True
15,Male,5.08,Smartphone,True,0.43,Poor Sleep,Urban,14–18,High,True,True
13,Female,3.14,Smartphone,True,0.35,Poor Sleep,Urban,10–13,Moderate,False,False
10,Female,4.6,TV,True,0.53,Poor Sleep,Urban,10–13,High,True,True
14,Male,3.11,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
11,Male,3.11,Smartphone,True,0.46,Eye Strain,Rural,10–13,Moderate,False,False
16,Female,4.4,TV,True,0.32,Anxiety,Urban,14–18,High,True,True
12,Female,4.59,TV,True,0.31,"Eye Strain, Obesity Risk",Urban,10–13,High,True,True
9,Male,3.64,TV,True,0.41,Poor Sleep,Rural,0–9,Moderate,False,False
18,Male,3.32,Smartphone,True,0.39,Poor Sleep,Urban,14–18,Moderate,False,False
9,Female,3.62,TV,True,0.48,Poor Sleep,Urban,0–9,Moderate,False,False
11,Female,4.02,TV,True,0.47,Poor Sleep,Urban,10–13,High,True,True
17,Male,5.46,Tablet,True,0.32,"Poor Sleep, Eye Strain, Anxiety",Rural,14–18,High,True,True
9,Male,7.91,Tablet,True,0.49,"Poor Sleep, Eye Strain",Urban,0–9,Very High,True,True
16,Female,4.42,Laptop,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,14–18,High,True,True
13,Female,4.49,Tablet,True,0.41,"Poor Sleep, Eye Strain, Anxiety",Urban,10–13,High,True,True
11,Female,4.18,Smartphone,True,0.37,"Poor Sleep, Eye Strain, Anxiety",Rural,10–13,High,True,True
13,Female,3.2,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,10–13,Moderate,False,False
11,Male,4.76,Smartphone,True,0.42,"Poor Sleep, Anxiety",Rural,10–13,High,True,True
10,Male,7.08,Smartphone,True,0.58,Poor Sleep,Urban,10–13,Very High,True,True
16,Female,4.91,Smartphone,True,0.39,Poor Sleep,Rural,14–18,High,True,True
13,Female,5.41,Laptop,True,0.39,Poor Sleep,Urban,10–13,High,True,True
12,Male,4.87,TV,True,0.49,Eye Strain,Urban,10–13,High,True,True
15,Female,5.84,Smartphone,True,0.37,Poor Sleep,Rural,14–18,High,True,True
11,Female,4.45,TV,True,0.45,Poor Sleep,Urban,10–13,High,True,True
18,Female,4.08,Smartphone,True,0.35,Poor Sleep,Urban,14–18,High,True,True
10,Female,7.18,TV,True,0.56,"Poor Sleep, Eye Strain",Urban,10–13,Very High,True,True
10,Female,3.15,Tablet,True,0.57,"Poor Sleep, Eye Strain",Urban,10–13,Moderate,False,False
12,Male,5.49,Smartphone,True,0.34,Eye Strain,Rural,10–13,High,True,True
17,Male,4.21,Smartphone,True,0.33,Poor Sleep,Urban,14–18,High,True,True
9,Male,5.29,Smartphone,True,0.52,Eye Strain,Urban,0–9,High,True,True
9,Male,3.21,TV,True,0.48,"Poor Sleep, Anxiety",Rural,0–9,Moderate,False,False
15,Female,5.65,Tablet,True,0.44,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
16,Male,5.26,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
10,Female,5.01,Smartphone,True,0.5,Anxiety,Urban,10–13,High,True,True
16,Male,4.33,Smartphone,True,0.31,Obesity Risk,Urban,14–18,High,True,True
10,Female,4.29,Smartphone,True,0.43,Poor Sleep,Urban,10–13,High,True,True
16,Female,4.8,Laptop,True,0.34,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
10,Male,6.25,TV,True,0.44,"Poor Sleep, Obesity Risk",Urban,10–13,Very High,True,True
14,Female,7.3,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban,14–18,Very High,True,True
8,Female,8.63,Smartphone,True,0.41,"Poor Sleep, Obesity Risk",Urban,0–9,Very High,True,True
11,Female,5.2,Laptop,True,0.5,Anxiety,Urban,10–13,High,True,True
14,Female,4.22,Smartphone,True,0.46,"Anxiety, Obesity Risk",Rural,14–18,High,True,True
15,Female,4.43,TV,True,0.36,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
8,Male,3.41,TV,True,0.51,Poor Sleep,Urban,0–9,Moderate,False,False
12,Female,5.22,TV,True,0.41,Eye Strain,Rural,10–13,High,True,True
14,Male,4.33,Smartphone,True,0.38,Poor Sleep,Urban,14–18,High,True,True
11,Male,3.25,Tablet,True,0.3,Poor Sleep,Urban,10–13,Moderate,False,False
11,Male,4.03,TV,True,0.39,Obesity Risk,Urban,10–13,High,True,True
13,Female,4.41,Smartphone,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Rural,10–13,High,True,True
14,Female,4.92,Laptop,True,0.31,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
18,Female,5.05,Laptop,True,0.32,Eye Strain,Urban,14–18,High,True,True
13,Female,4.18,Smartphone,True,0.37,Poor Sleep,Urban,10–13,High,True,True
14,Female,6.23,TV,True,0.43,Eye Strain,Urban,14–18,Very High,True,True
13,Female,6.12,TV,True,0.36,"Poor Sleep, Eye Strain",Urban,10–13,Very High,True,True
12,Female,4.24,Laptop,True,0.43,"Eye Strain, Obesity Risk",Rural,10–13,High,True,True
18,Male,5.54,Laptop,True,0.43,Anxiety,Urban,14–18,High,True,True
13,Female,3.79,Laptop,True,0.31,Poor Sleep,Rural,10–13,Moderate,False,False
12,Male,5.04,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Rural,10–13,High,True,True
17,Female,5.83,Smartphone,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban,14–18,High,True,True
14,Male,4.27,Smartphone,True,0.38,Poor Sleep,Urban,14–18,High,True,True
17,Female,5.82,Laptop,True,0.47,Poor Sleep,Urban,14–18,High,True,True
14,Female,6.12,Laptop,True,0.49,Poor Sleep,Rural,14–18,Very High,True,True
12,Male,4.61,Laptop,True,0.43,"Poor Sleep, Eye Strain",Rural,10–13,High,True,True
12,Female,5.92,Laptop,True,0.46,"Poor Sleep, Anxiety",Rural,10–13,High,True,True
17,Female,5.68,Laptop,True,0.37,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
12,Male,4.8,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
12,Female,6.42,Smartphone,True,0.41,Poor Sleep,Urban,10–13,Very High,True,True
9,Male,5.65,Smartphone,True,0.58,Poor Sleep,Urban,0–9,High,True,True
11,Female,4.08,Laptop,True,0.46,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
8,Male,7.65,Smartphone,True,0.57,Obesity Risk,Urban,0–9,Very High,True,True
10,Male,4.56,Tablet,True,0.42,Poor Sleep,Urban,10–13,High,True,True
8,Male,6.45,Smartphone,True,0.45,"Poor Sleep, Anxiety",Urban,0–9,Very High,True,True
18,Male,4.86,TV,True,0.4,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
12,Male,3.88,Smartphone,True,0.37,"Poor Sleep, Anxiety",Urban,10–13,Moderate,False,False
14,Female,5.57,Tablet,True,0.45,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
12,Male,3.26,Laptop,True,0.47,"Poor Sleep, Anxiety",Urban,10–13,Moderate,False,False
11,Male,6.27,Smartphone,True,0.34,"Poor Sleep, Anxiety",Urban,10–13,Very High,True,True
9,Male,4.95,Smartphone,True,0.51,"Poor Sleep, Eye Strain",Rural,0–9,High,True,True
