Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural
8,Male,6.45,Smartphone,TRUE,0.45,"Poor Sleep, Anxiety",Urban
18,Male,4.86,TV,TRUE,0.4,"Poor Sleep, Anxiety",Urban
12,Male,3.88,Smartphone,TRUE,0.37,"Poor Sleep, Anxiety",Urban
11,Female,4.91,Smartphone,TRUE,0.48,None,Urban
14,Female,5.57,Tablet,TRUE,0.45,"Poor Sleep, Anxiety",Urban
12,Male,3.26,Laptop,TRUE,0.47,"Poor Sleep, Anxiety",Urban
17,Male,1.76,Smartphone,FALSE,0.34,None,Rural
11,Male,6.27,Smartphone,TRUE,0.34,"Poor Sleep, Anxiety",Urban
9,Female,1.78,Smartphone,FALSE,0.53,None,Urban
11,Female,3.45,Laptop,TRUE,0.31,None,Urban
9,Male,4.95,Smartphone,TRUE,0.51,"Poor Sleep, Eye Strain",Rural
15,Male,4.45,Laptop,TRUE,0.49,Anxiety,Urban
10,Male,2.14,Smartphone,TRUE,0.54,None,Rural
16,Female,4.88,Smartphone,TRUE,0.46,Obesity Risk,Urban
11,Female,1.6,Tablet,FALSE,0.34,None,Urban
13,Male,4.98,Smartphone,TRUE,0.47,Eye Strain,Urban
17,Female,5.25,Laptop,TRUE,0.33,Poor Sleep,Urban
12,Male,5.85,Smartphone,TRUE,0.47,"Eye Strain, Obesity Risk",Urban
17,Female,3.6,TV,TRUE,0.43,None,Rural
8,Male,0,Tablet,FALSE,0.47,None,Rural
16,Female,4.17,Smartphone,TRUE,0.39,None,Urban
8,Female,7.8,TV,TRUE,0.54,"Poor Sleep, Anxiety",Urban
15,Male,5.44,TV,TRUE,0.35,Anxiety,Urban
16,Female,4.95,Smartphone,TRUE,0.43,"Poor Sleep, Eye Strain, Anxiety",Rural
16,Female,5.33,TV,TRUE,0.46,Obesity Risk,Urban
8,Female,5.88,Tablet,TRUE,0.44,Poor Sleep,Rural
9,Female,2.34,Tablet,TRUE,0.49,None,Urban
8,Female,3.08,Tablet,TRUE,0.5,Poor Sleep,Rural
17,Male,4.93,Smartphone,TRUE,0.34,Poor Sleep,Urban
9,Female,3.93,TV,TRUE,0.46,Anxiety,Urban
17,Female,4.36,Laptop,TRUE,0.39,"Poor Sleep, Anxiety",Urban
15,Male,4.4,Smartphone,TRUE,0.38,"Poor Sleep, Obesity Risk",Urban
12,Female,3.72,Tablet,TRUE,0.44,Poor Sleep,Urban
18,Male,3.81,Smartphone,TRUE,0.33,Poor Sleep,Urban
14,Female,4.99,TV,TRUE,0.48,Poor Sleep,Urban
9,Male,7.62,Smartphone,TRUE,0.54,None,Urban
15,Female,4.73,Smartphone,TRUE,0.37,Poor Sleep,Rural
18,Male,4.32,TV,TRUE,0.43,"Poor Sleep, Eye Strain",Rural
13,Female,3.47,TV,TRUE,0.42,Eye Strain,Urban
15,Male,3.98,TV,TRUE,0.43,None,Urban
8,Female,0.8,Smartphone,FALSE,0.41,None,Urban
8,Male,8.99,Smartphone,TRUE,0.46,"Eye Strain, Obesity Risk",Urban
14,Male,2.76,Smartphone,FALSE,0.39,None,Rural
15,Female,4.69,Smartphone,TRUE,0.33,"Poor Sleep, Anxiety",Rural
10,Female,1.44,TV,FALSE,0.52,None,Urban
12,Male,3.65,TV,TRUE,0.46,"Poor Sleep, Eye Strain, Obesity Risk",Urban
8,Female,3.71,Tablet,TRUE,0.52,"Poor Sleep, Obesity Risk",Urban
14,Male,6.34,Laptop,TRUE,0.46,"Poor Sleep, Eye Strain",Urban
12,Female,2.87,TV,FALSE,0.48,None,Rural
15,Male,4.16,Smartphone,TRUE,0.34,"Poor Sleep, Eye Strain",Urban
15,Male,5.17,Smartphone,TRUE,0.41,"Poor Sleep, Eye Strain",Rural
16,Female,5.11,TV,TRUE,0.34,Poor Sleep,Urban
14,Male,5.07,Smartphone,TRUE,0.34,Eye Strain,Urban
18,Male,5.22,Smartphone,TRUE,0.41,None,Urban
8,Male,0.04,Tablet,FALSE,0.53,None,Rural
10,Female,0.42,Smartphone,FALSE,0.43,None,Urban
15,Female,3.7,Smartphone,TRUE,0.32,Poor Sleep,Urban
10,Male,4.37,Smartphone,TRUE,0.56,"Poor Sleep, Obesity Risk",Rural
15,Female,5.79,Smartphone,TRUE,0.31,None,Urban
8,Male,6.33,Tablet,TRUE,0.54,"Poor Sleep, Anxiety, Obesity Risk",Rural
12,Female,3.27,TV,TRUE,0.43,Poor Sleep,Urban
11,Female,4.95,Smartphone,TRUE,0.41,"Poor Sleep, Eye Strain, Anxiety",Urban
12,Female,3.24,Laptop,TRUE,0.37,"Anxiety, Obesity Risk",Urban
15,Female,4.19,Smartphone,TRUE,0.37,Poor Sleep,Rural
17,Female,3.29,Smartphone,TRUE,0.34,None,Urban
11,Female,4.38,TV,TRUE,0.44,"Poor Sleep, Obesity Risk",Rural
18,Female,4.45,TV,TRUE,0.42,None,Urban
11,Female,3.99,Laptop,TRUE,0.33,Poor Sleep,Rural
10,Male,3.06,TV,TRUE,0.53,"Poor Sleep, Anxiety",Urban
14,Female,6.32,Tablet,TRUE,0.36,Poor Sleep,Urban
10,Female,1.38,Smartphone,FALSE,0.48,None,Urban
10,Female,8.26,TV,TRUE,0.59,Poor Sleep,Urban
18,Male,3.25,Laptop,TRUE,0.37,None,Urban
17,Female,4.75,Smartphone,TRUE,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Urban
12,Female,5.49,TV,TRUE,0.33,"Poor Sleep, Eye Strain",Urban
12,Male,4.26,Laptop,TRUE,0.43,Poor Sleep,Urban
13,Male,7.41,TV,TRUE,0.3,"Poor Sleep, Eye Strain, Anxiety",Urban
15,Female,3.67,Smartphone,TRUE,0.46,Eye Strain,Rural
17,Male,4.51,Smartphone,TRUE,0.48,Poor Sleep,Rural
13,Male,4.38,Smartphone,TRUE,0.43,None,Rural
8,Male,3.25,Smartphone,TRUE,0.43,Eye Strain,Rural
15,Female,4.1,Smartphone,TRUE,0.41,Poor Sleep,Urban
15,Female,5.91,Smartphone,TRUE,0.32,Poor Sleep,Urban
16,Female,5.79,Smartphone,TRUE,0.39,"Poor Sleep, Anxiety",Urban
16,Male,5.96,Smartphone,TRUE,0.31,"Poor Sleep, Anxiety",Urban
9,Female,0,Smartphone,FALSE,0.51,None,Rural
9,Female,7.73,Smartphone,TRUE,0.53,Poor Sleep,Rural
10,Female,4.17,Smartphone,TRUE,0.58,Poor Sleep,Rural
8,Male,8.12,Smartphone,TRUE,0.49,"Poor Sleep, Eye Strain, Obesity Risk",Urban
11,Female,2.4,Tablet,FALSE,0.39,None,Rural
11,Female,4.88,Laptop,TRUE,0.42,None,Urban
16,Female,6.64,Smartphone,TRUE,0.42,"Poor Sleep, Obesity Risk",Rural
16,Male,3.82,TV,TRUE,0.41,Poor Sleep,Urban
16,Male,5.05,Smartphone,TRUE,0.42,Poor Sleep,Urban
17,Male,5.69,Laptop,TRUE,0.31,Poor Sleep,Urban
14,Female,3.34,Tablet,TRUE,0.48,"Poor Sleep, Obesity Risk",Urban
9,Male,0,Smartphone,FALSE,0.47,None,Urban
17,Male,4.23,Laptop,TRUE,0.33,"Poor Sleep, Anxiety",Rural
12,Male,3.21,TV,TRUE,0.32,Poor Sleep,Urban
11,Male,3.2,TV,TRUE,0.44,Anxiety,Rural
18,Male,3.96,Smartphone,TRUE,0.46,Poor Sleep,Urban
15,Male,5.98,TV,TRUE,0.48,"Poor Sleep, Anxiety",Urban
9,Female,2.64,TV,TRUE,0.46,None,Urban
13,Female,5.65,Laptop,TRUE,0.43,"Anxiety, Obesity Risk",Rural
12,Female,3.22,Laptop,TRUE,0.39,"Poor Sleep, Eye Strain",Urban
9,Male,0.28,Smartphone,FALSE,0.5,None,Urban
18,Male,5.82,Laptop,TRUE,0.38,"Eye Strain, Obesity Risk",Urban
17,Male,4.57,Tablet,TRUE,0.31,"Eye Strain, Anxiety",Urban
8,Female,1.65,TV,FALSE,0.45,None,Urban
15,Male,4.74,Laptop,TRUE,0.36,"Poor Sleep, Eye Strain",Urban
9,Male,5.78,TV,TRUE,0.55,None,Urban
14,Male,3.26,Smartphone,TRUE,0.49,Poor Sleep,Urban
16,Male,4.09,TV,TRUE,0.48,None,Rural
16,Male,5.8,Smartphone,TRUE,0.48,None,Urban
15,Female,4.07,Smartphone,TRUE,0.36,"Eye Strain, Obesity Risk",Urban
18,Male,3.41,Smartphone,TRUE,0.41,None,Urban
17,Female,2.64,Smartphone,FALSE,0.31,None,Urban
16,Male,5.49,Smartphone,TRUE,0.46,Obesity Risk,Urban
9,Male,0,TV,FALSE,0.55,None,Rural
13,Male,4.87,TV,TRUE,0.32,Poor Sleep,Urban
11,Female,2.11,TV,FALSE,0.46,None,Urban
11,Male,5.61,Laptop,TRUE,0.5,None,Urban
12,Female,3.97,Smartphone,TRUE,0.49,Eye Strain,Rural
10,Female,5.16,TV,TRUE,0.57,None,Urban
8,Female,6.72,Smartphone,TRUE,0.53,None,Urban
15,Male,5.74,Tablet,TRUE,0.38,"Poor Sleep, Anxiety",Urban
12,Female,4.02,Smartphone,TRUE,0.31,"Eye Strain, Anxiety",Urban
10,Male,7.53,Smartphone,TRUE,0.45,None,Urban
17,Female,4.93,TV,TRUE,0.37,"Poor Sleep, Anxiety, Obesity Risk",Urban
14,Male,4.75,Smartphone,TRUE,0.37,Poor Sleep,Rural
14,Male,1.55,Smartphone,FALSE,0.41,None,Urban
8,Female,3.28,Smartphone,TRUE,0.59,"Eye Strain, Obesity Risk",Urban
16,Female,3.48,Smartphone,TRUE,0.44,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
9,Female,0.36,Smartphone,FALSE,0.54,None,Rural
12,Female,2.67,Smartphone,FALSE,0.41,None,Urban
12,Male,5.4,TV,TRUE,0.3,None,Rural
15,Female,2.14,Smartphone,FALSE,0.45,None,Urban
15,Female,5.17,Laptop,TRUE,0.38,"Poor Sleep, Eye Strain",Rural
14,Female,2.92,Smartphone,FALSE,0.41,None,Urban
14,Female,3.3,Tablet,TRUE,0.46,"Poor Sleep, Anxiety",Urban
18,Female,5.35,Smartphone,TRUE,0.4,Poor Sleep,Rural
13,Male,3.82,TV,TRUE,0.49,Anxiety,Urban
13,Female,3.39,TV,TRUE,0.36,Poor Sleep,Urban
18,Male,5.12,Laptop,TRUE,0.34,None,Urban
16,Male,2.51,Laptop,FALSE,0.37,None,Urban
13,Female,3.77,Smartphone,TRUE,0.3,Poor Sleep,Urban
9,Male,4.39,TV,TRUE,0.49,"Poor Sleep, Anxiety",Urban
9,Female,4.35,TV,TRUE,0.45,"Poor Sleep, Obesity Risk",Urban
12,Male,4.72,TV,TRUE,0.4,"Poor Sleep, Eye Strain, Anxiety",Rural
11,Female,4.3,Smartphone,TRUE,0.37,None,Urban
18,Male,3.82,Laptop,TRUE,0.42,"Poor Sleep, Eye Strain",Urban
9,Female,6.33,Tablet,TRUE,0.48,"Poor Sleep, Eye Strain",Urban
10,Male,7.55,TV,TRUE,0.47,Eye Strain,Urban
14,Female,5.92,Laptop,TRUE,0.49,"Poor Sleep, Obesity Risk",Urban
15,Female,3.39,Smartphone,TRUE,0.35,Anxiety,Urban
13,Female,5.2,TV,TRUE,0.37,"Poor Sleep, Obesity Risk",Urban
18,Male,3.39,Laptop,TRUE,0.42,"Poor Sleep, Anxiety",Rural
12,Female,5.56,Smartphone,TRUE,0.34,"Poor Sleep, Eye Strain, Anxiety",Urban
8,Female,2.1,TV,TRUE,0.45,None,Rural
15,Male,5.13,Smartphone,TRUE,0.46,Poor Sleep,Urban
10,Male,0,Tablet,FALSE,0.55,None,Urban
13,Male,3.35,Smartphone,TRUE,0.37,"Anxiety, Obesity Risk",Urban
10,Female,3.99,TV,TRUE,0.52,"Poor Sleep, Anxiety",Rural
14,Female,2.82,Smartphone,FALSE,0.31,None,Urban
14,Male,3.19,Tablet,TRUE,0.42,"Poor Sleep, Anxiety",Rural
16,Male,4.81,Smartphone,TRUE,0.31,None,Urban
12,Female,3.65,Laptop,TRUE,0.31,"Poor Sleep, Anxiety",Urban
15,Male,4.98,Laptop,TRUE,0.35,Eye Strain,Urban
17,Female,5.68,Tablet,TRUE,0.46,Poor Sleep,Urban
17,Male,4.11,Laptop,TRUE,0.46,"Poor Sleep, Eye Strain",Urban
15,Male,5.99,Smartphone,TRUE,0.45,Eye Strain,Rural
8,Male,3.22,Smartphone,TRUE,0.47,Obesity Risk,Urban
12,Female,4.1,Smartphone,TRUE,0.49,"Poor Sleep, Obesity Risk",Urban
10,Female,5.11,Smartphone,TRUE,0.59,None,Rural
8,Male,1.63,Smartphone,FALSE,0.48,None,Rural
11,Female,4.96,Laptop,TRUE,0.38,Anxiety,Urban
15,Female,4.02,Smartphone,TRUE,0.32,"Eye Strain, Obesity Risk",Urban
10,Female,0.24,Smartphone,FALSE,0.45,None,Urban
17,Male,4.56,Smartphone,TRUE,0.38,Anxiety,Urban
9,Male,6.62,TV,TRUE,0.46,"Poor Sleep, Eye Strain, Anxiety",Urban
18,Male,5.5,TV,TRUE,0.31,"Poor Sleep, Eye Strain",Urban
16,Female,5.11,Tablet,TRUE,0.46,None,Rural
17,Female,2.27,TV,FALSE,0.4,None,Urban
12,Female,5.25,Laptop,TRUE,0.38,Poor Sleep,Rural
14,Female,3.31,Smartphone,TRUE,0.46,Poor Sleep,Rural
18,Male,4.58,Smartphone,TRUE,0.31,Poor Sleep,Rural
18,Male,4.37,Tablet,TRUE,0.32,"Poor Sleep, Anxiety, Obesity Risk",Urban
9,Female,1.77,Smartphone,FALSE,0.45,None,Urban
16,Female,5.7,TV,TRUE,0.46,None,Urban
16,Male,6.59,Tablet,TRUE,0.34,Poor Sleep,Rural
11,Female,3.26,Laptop,TRUE,0.49,None,Urban
11,Male,4.71,TV,TRUE,0.42,None,Urban
13,Female,2.95,Laptop,FALSE,0.48,None,Urban
17,Female,4.86,Smartphone,TRUE,0.38,None,Rural
17,Male,3.92,Smartphone,TRUE,0.38,"Poor Sleep, Anxiety",Urban
17,Female,6.46,Tablet,TRUE,0.4,Poor Sleep,Rural
13,Female,4.14,Smartphone,TRUE,0.42,None,Rural
8,Female,8.24,Smartphone,TRUE,0.48,"Poor Sleep, Anxiety",Rural
16,Male,2.92,Tablet,FALSE,0.39,None,Urban
9,Male,5.26,TV,TRUE,0.47,"Poor Sleep, Eye Strain",Urban
12,Male,3.59,Laptop,TRUE,0.3,"Poor Sleep, Eye Strain",Urban
16,Female,7.55,Laptop,TRUE,0.45,Poor Sleep,Urban
11,Female,5.22,Laptop,TRUE,0.41,Poor Sleep,Urban
18,Male,5.27,Smartphone,TRUE,0.34,Obesity Risk,Rural
10,Male,1.98,Smartphone,FALSE,0.54,None,Urban
14,Male,4.97,Smartphone,TRUE,0.32,Poor Sleep,Urban
13,Male,2.78,TV,FALSE,0.36,None,Rural
15,Male,3.96,TV,TRUE,0.49,None,Urban
10,Female,6.32,TV,TRUE,0.5,"Poor Sleep, Eye Strain",Urban
12,Male,4.19,TV,TRUE,0.38,Poor Sleep,Urban
17,Male,4.75,TV,TRUE,0.4,Poor Sleep,Urban
11,Female,4,Tablet,TRUE,0.39,"Poor Sleep, Eye Strain",Urban
11,Male,4.88,TV,TRUE,0.4,None,Urban
11,Male,3.74,Smartphone,TRUE,0.47,Eye Strain,Urban
17,Male,5.54,Smartphone,TRUE,0.35,Poor Sleep,Rural
15,Female,5.55,Tablet,TRUE,0.42,"Poor Sleep, Eye Strain",Urban
13,Female,4.27,TV,TRUE,0.37,Poor Sleep,Urban
10,Female,8.83,Tablet,TRUE,0.45,"Poor Sleep, Anxiety",Rural
17,Female,6.56,Smartphone,TRUE,0.48,Poor Sleep,Rural
12,Male,4.52,Smartphone,TRUE,0.31,"Poor Sleep, Eye Strain",Urban
13,Male,3.83,Tablet,TRUE,0.31,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural
12,Female,2.04,Smartphone,FALSE,0.46,None,Urban
13,Male,7.06,TV,TRUE,0.3,"Poor Sleep, Eye Strain",Urban
15,Female,5.08,TV,TRUE,0.33,"Poor Sleep, Eye Strain",Urban
14,Male,3.11,Laptop,TRUE,0.4,"Poor Sleep, Anxiety",Urban
12,Male,5.25,Smartphone,TRUE,0.36,"Poor Sleep, Eye Strain",Urban
17,Female,3.62,Smartphone,TRUE,0.38,Poor Sleep,Urban
13,Male,2.75,Smartphone,FALSE,0.4,None,Urban
11,Female,4.17,Smartphone,TRUE,0.48,"Poor Sleep, Eye Strain",Urban
16,Female,4.98,Smartphone,TRUE,0.44,"Poor Sleep, Anxiety",Rural
11,Female,6.57,Smartphone,TRUE,0.38,Eye Strain,Rural
8,Male,3.94,Smartphone,TRUE,0.5,Poor Sleep,Urban
14,Female,4.19,Laptop,TRUE,0.43,None,Urban
14,Female,4.15,Smartphone,TRUE,0.33,None,Urban
11,Female,3.61,Laptop,TRUE,0.35,Anxiety,Urban
10,Female,0.46,TV,FALSE,0.58,None,Urban
15,Male,6.5,TV,TRUE,0.45,Eye Strain,Urban
12,Male,3.99,Tablet,TRUE,0.3,None,Urban
17,Female,4.04,Smartphone,TRUE,0.33,Poor Sleep,Urban
14,Male,2.87,Tablet,FALSE,0.49,None,Urban
11,Female,3.25,Smartphone,TRUE,0.43,Eye Strain,Rural
11,Male,3.77,Smartphone,TRUE,0.32,"Poor Sleep, Eye Strain",Urban
15,Female,3.17,Laptop,TRUE,0.3,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural
15,Female,2.38,Tablet,FALSE,0.31,None,Urban
9,Male,1.79,TV,FALSE,0.55,None,Urban
9,Female,0.74,Smartphone,FALSE,0.46,None,Urban
10,Male,6.41,TV,TRUE,0.56,None,Urban
10,Male,6.23,TV,TRUE,0.58,Eye Strain,Urban
8,Female,0,Smartphone,FALSE,0.45,None,Urban
10,Male,7.27,Tablet,TRUE,0.57,None,Rural
13,Female,4.98,TV,TRUE,0.42,Poor Sleep,Urban
15,Female,2.55,Smartphone,FALSE,0.38,None,Urban
17,Female,5.73,Smartphone,TRUE,0.37,"Poor Sleep, Eye Strain",Urban
13,Male,5.61,Laptop,TRUE,0.42,"Poor Sleep, Eye Strain",Urban
12,Female,5.78,Smartphone,TRUE,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Urban
11,Male,2.69,Tablet,FALSE,0.36,None,Urban
10,Female,9.98,TV,TRUE,0.49,None,Urban
11,Female,3.61,Tablet,TRUE,0.32,"Poor Sleep, Eye Strain",Rural
14,Male,4.9,Smartphone,TRUE,0.37,Poor Sleep,Urban
8,Female,4.2,Smartphone,TRUE,0.51,Obesity Risk,Urban
14,Female,2.27,Smartphone,FALSE,0.33,None,Urban
8,Female,11.77,Smartphone,TRUE,0.59,Poor Sleep,Urban
9,Female,4.93,TV,TRUE,0.51,Anxiety,Urban
11,Male,4.12,TV,TRUE,0.31,Poor Sleep,Urban
8,Male,2.99,TV,TRUE,0.58,None,Rural
18,Male,6.64,Smartphone,TRUE,0.34,Poor Sleep,Rural
18,Female,2.9,Smartphone,FALSE,0.34,None,Rural
18,Male,3.18,TV,TRUE,0.44,Poor Sleep,Urban
16,Female,7.44,TV,TRUE,0.46,"Poor Sleep, Anxiety",Urban
13,Female,5.61,Tablet,TRUE,0.41,"Poor Sleep, Obesity Risk",Rural
8,Male,2.67,Smartphone,TRUE,0.47,None,Urban
8,Female,4.62,Smartphone,TRUE,0.48,None,Rural
13,Male,4.14,Smartphone,TRUE,0.4,None,Urban
11,Male,5.1,Smartphone,TRUE,0.47,Eye Strain,Urban
11,Female,5.31,TV,TRUE,0.35,"Poor Sleep, Anxiety",Urban
18,Male,6.37,Tablet,TRUE,0.42,"Eye Strain, Obesity Risk",Rural
13,Male,5.55,Smartphone,TRUE,0.46,"Poor Sleep, Anxiety",Urban
18,Male,3.54,Smartphone,TRUE,0.4,None,Urban
14,Female,4.68,Smartphone,TRUE,0.44,"Poor Sleep, Eye Strain, Anxiety",Rural
16,Male,6.27,Smartphone,TRUE,0.38,"Poor Sleep, Obesity Risk",Urban
17,Female,4.5,Smartphone,TRUE,0.31,"Poor Sleep, Eye Strain",Urban
12,Male,2.94,Laptop,FALSE,0.46,None,Rural
16,Female,4.72,Smartphone,TRUE,0.34,Anxiety,Urban
11,Male,4.27,Smartphone,TRUE,0.37,None,Urban
17,Female,3.28,Smartphone,TRUE,0.32,None,Urban
9,Female,2.56,Smartphone,TRUE,0.47,None,Urban
10,Male,5.13,TV,TRUE,0.41,Poor Sleep,Urban
18,Female,2.34,Tablet,FALSE,0.38,None,Urban
8,Male,5.28,TV,TRUE,0.49,"Poor Sleep, Eye Strain",Rural
13,Female,3.75,Smartphone,TRUE,0.48,"Poor Sleep, Obesity Risk",Urban
13,Male,5.81,Smartphone,TRUE,0.46,None,Urban
8,Female,5.55,Smartphone,TRUE,0.58,Poor Sleep,Urban
18,Female,5.05,TV,TRUE,0.37,Poor Sleep,Rural
10,Female,0,TV,FALSE,0.56,None,Rural
12,Female,3.22,TV,TRUE,0.32,Poor Sleep,Urban
10,Female,5.16,TV,TRUE,0.58,None,Urban
17,Female,5.31,Smartphone,TRUE,0.33,"Eye Strain, Anxiety, Obesity Risk",Urban
10,Male,0.8,Smartphone,FALSE,0.53,None,Urban
17,Female,4,Smartphone,TRUE,0.44,Poor Sleep,Urban
10,Male,2.89,Tablet,TRUE,0.48,None,Urban
12,Female,6.9,Tablet,TRUE,0.31,Poor Sleep,Rural
12,Male,2.01,Smartphone,FALSE,0.36,None,Urban
11,Female,3.05,TV,TRUE,0.38,Poor Sleep,Urban
8,Male,4.61,Smartphone,TRUE,0.54,Poor Sleep,Urban
12,Female,5.62,TV,TRUE,0.33,Poor Sleep,Urban
17,Male,5.18,Smartphone,TRUE,0.44,Poor Sleep,Urban
12,Male,4.1,TV,TRUE,0.5,None,Rural
11,Male,7.15,Tablet,TRUE,0.31,None,Urban
13,Female,4.79,Smartphone,TRUE,0.33,Obesity Risk,Urban
17,Male,5.67,Laptop,TRUE,0.49,None,Urban
11,Female,7.15,Smartphone,TRUE,0.33,Eye Strain,Urban
14,Female,3.01,Smartphone,TRUE,0.41,Poor Sleep,Urban
14,Male,4.59,TV,TRUE,0.35,Eye Strain,Rural
9,Female,1.62,TV,FALSE,0.54,None,Rural
10,Male,2.63,Smartphone,TRUE,0.51,None,Urban
8,Female,4.39,TV,TRUE,0.56,Eye Strain,Urban
15,Female,4.56,Smartphone,TRUE,0.36,"Poor Sleep, Anxiety",Urban
16,Male,4.14,Smartphone,TRUE,0.44,"Poor Sleep, Anxiety, Obesity Risk",Urban
11,Male,4.43,Laptop,TRUE,0.43,"Poor Sleep, Anxiety",Urban
13,Male,6.84,Smartphone,TRUE,0.46,Anxiety,Urban
16,Female,4.84,Smartphone,TRUE,0.39,Obesity Risk,Rural
13,Female,3.14,Laptop,TRUE,0.37,Eye Strain,Urban
16,Male,3.56,Tablet,TRUE,0.39,Poor Sleep,Urban
11,Female,5.54,Laptop,TRUE,0.34,Obesity Risk,Urban
15,Male,1.59,Laptop,FALSE,0.46,None,Urban
16,Female,5.73,Laptop,TRUE,0.36,"Eye Strain, Obesity Risk",Rural
11,Male,3.12,TV,TRUE,0.37,Obesity Risk,Urban
12,Male,5.92,Laptop,TRUE,0.37,Anxiety,Urban
15,Female,4.76,Tablet,TRUE,0.32,Obesity Risk,Urban
17,Male,5.15,Smartphone,TRUE,0.39,Poor Sleep,Rural
13,Male,4.15,Laptop,TRUE,0.46,Poor Sleep,Rural
14,Female,4.75,Laptop,TRUE,0.31,Poor Sleep,Urban
10,Male,6.81,TV,TRUE,0.46,None,Urban
14,Male,5.5,Smartphone,TRUE,0.35,Poor Sleep,Urban
15,Female,5.08,TV,TRUE,0.32,"Poor Sleep, Eye Strain",Rural
17,Male,3.92,Smartphone,TRUE,0.39,None,Rural
13,Male,5.15,Smartphone,TRUE,0.42,Poor Sleep,Urban
17,Male,4.04,Smartphone,TRUE,0.49,"Poor Sleep, Anxiety",Rural
16,Female,4.53,Smartphone,TRUE,0.44,Poor Sleep,Urban
13,Female,3.85,TV,TRUE,0.32,"Eye Strain, Obesity Risk",Urban
16,Male,1.92,Smartphone,FALSE,0.46,None,Urban
11,Male,4.41,TV,TRUE,0.39,Eye Strain,Rural
15,Female,3.25,Smartphone,TRUE,0.37,"Poor Sleep, Eye Strain",Urban
18,Female,3.89,Smartphone,TRUE,0.31,"Poor Sleep, Eye Strain, Obesity Risk",Urban
11,Female,3.2,Smartphone,TRUE,0.35,Poor Sleep,Urban
9,Male,2.97,Smartphone,TRUE,0.44,None,Urban
17,Male,4.34,TV,TRUE,0.36,Obesity Risk,Urban
18,Male,5.13,TV,TRUE,0.34,Poor Sleep,Urban
16,Female,4.62,Smartphone,TRUE,0.32,None,Rural
12,Female,2.84,Tablet,FALSE,0.31,None,Urban
11,Male,6.24,Smartphone,TRUE,0.41,None,Urban
9,Male,2.03,Smartphone,TRUE,0.56,None,Urban
8,Male,6.44,TV,TRUE,0.54,Poor Sleep,Urban
18,Female,2.77,Smartphone,FALSE,0.47,None,Urban
14,Female,5.37,Smartphone,TRUE,0.46,"Poor Sleep, Anxiety",Urban
13,Male,4.56,Smartphone,TRUE,0.35,"Poor Sleep, Anxiety",Urban
9,Female,3.38,Smartphone,TRUE,0.53,Poor Sleep,Rural
15,Male,5.52,Smartphone,TRUE,0.3,Eye Strain,Urban
18,Male,6.84,Smartphone,TRUE,0.43,Poor Sleep,Rural
11,Female,4.57,TV,TRUE,0.37,Poor Sleep,Urban
15,Female,5.74,Smartphone,TRUE,0.35,None,Rural
14,Female,5.75,TV,TRUE,0.42,None,Rural
12,Female,6.5,Smartphone,TRUE,0.39,None,Urban
17,Female,4.39,Smartphone,TRUE,0.31,None,Urban
17,Female,3.83,Laptop,TRUE,0.47,Anxiety,Rural
15,Male,4.59,Smartphone,TRUE,0.35,Poor Sleep,Urban
16,Male,5.31,TV,TRUE,0.45,"Poor Sleep, Obesity Risk",Rural
12,Female,4.52,Tablet,TRUE,0.5,None,Urban
17,Female,3.6,TV,TRUE,0.35,Poor Sleep,Urban
12,Female,5.96,Tablet,TRUE,0.31,Poor Sleep,Urban
9,Female,0.24,TV,FALSE,0.54,None,Rural
12,Male,3.55,TV,TRUE,0.43,Poor Sleep,Rural
10,Male,4.69,Smartphone,TRUE,0.42,Anxiety,Urban
14,Male,5.52,TV,TRUE,0.44,Poor Sleep,Urban
17,Female,3.12,Smartphone,TRUE,0.47,"Poor Sleep, Obesity Risk",Urban
12,Female,6.11,Laptop,TRUE,0.34,Eye Strain,Urban
15,Female,4.47,Smartphone,TRUE,0.4,"Poor Sleep, Eye Strain",Urban
8,Male,5.37,TV,TRUE,0.5,Poor Sleep,Urban
10,Female,8.3,TV,TRUE,0.43,Anxiety,Urban
10,Female,8.08,Smartphone,TRUE,0.53,Poor Sleep,Rural
16,Male,5.04,Smartphone,TRUE,0.43,Obesity Risk,Urban
12,Male,2.9,TV,FALSE,0.39,None,Rural
16,Female,3.27,Laptop,TRUE,0.46,None,Urban
16,Female,3.39,Smartphone,TRUE,0.42,"Poor Sleep, Eye Strain",Urban
8,Male,0.08,Smartphone,FALSE,0.46,None,Urban
9,Female,6.13,TV,TRUE,0.58,Eye Strain,Urban
12,Male,5.15,Smartphone,TRUE,0.4,Eye Strain,Rural
11,Female,6.99,Tablet,TRUE,0.38,"Poor Sleep, Eye Strain",Urban
17,Male,4.06,Smartphone,TRUE,0.42,None,Urban
16,Female,3.88,Laptop,TRUE,0.45,"Anxiety, Obesity Risk",Urban
14,Male,5.75,Smartphone,TRUE,0.44,Poor Sleep,Urban
13,Female,6.05,TV,TRUE,0.37,Poor Sleep,Urban
